#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-07-14T23:30:44 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ578819ef7d02	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/AJ/138/1003/table3
#-nav=cat:J/AJ/138/1003&tab:{J/AJ/138/1003/table3}&key:source=J/AJ/138/1003/table3&HTTPPRM:&&-ref=VIZ578819ef7d02&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=RAJ2000&-out=DEJ2000&-out=[3.6]&-out=[4.5]&-out=Class&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/AJ/138/1003/table3
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/138/1003/table3
#-order=I
#-out=RAJ2000
#-out=DEJ2000
#-out=[3.6]
#-out=[4.5]
#-out=Class
#

#RESOURCE=yCat_51381003
#Name: J/AJ/138/1003
#Title: IR photometry of massive LMC stars (Bonanos+, 2009)
#Table	J_AJ_138_1003_table3:
#Name: J/AJ/138/1003/table3
#Title: 0.3-24 micron photometry of 1268 massive stars in the LMC
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	[3.6]	(F6.3)	? Spitzer/IRAC 3.6 micron band magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	[4.5]	(F6.3)	? Spitzer/IRAC 4.5 micron band magnitude	[ucd=phot.mag;em.IR.4-8um]
#Column	Class	(a32)	MK Spectral type and object type	[ucd=src.spType]
RAJ2000	DEJ2000	[3.6]	[4.5]	Class
084.011253	-68.976944	15.558	15.641	B0.5 V
084.015747	-68.987579	17.246	17.195	B1 V
084.015793	-69.025032	11.398	11.346	B1.5 I
084.016708	-69.198608	15.741	15.794	O9 I
084.018585	-70.850418	13.489	13.202	Be
084.018791	-69.402306	 9.755	 9.642	B9 Ia
084.019333	-69.206245	13.981	13.952	O8.5 III(f)
084.021622	-68.876671	13.630	13.332	B[e]
084.025291	-68.872528	13.677	13.602	B0.5 I
084.026337	-68.996109	16.408	16.461	B2 V
084.026581	-69.196556	12.365	12.417	O5 III(f)
084.028168	-68.965134	13.856	13.805	B1 I
084.042000	-68.928139	 8.850	 8.776	F3 Ia
084.050600	-67.582600	14.082	13.832	WN5h
084.053627	-68.473610	14.108	14.083	B0.5 Ia
084.060333	-69.191139	11.855	11.827	B1.5 III
084.061165	-67.655365	13.992	13.982	O2 V((f*))
084.063042	-68.899025	13.296	13.213	B1 III
084.066002	-68.947670	12.507	12.285	B0.5 III
084.068420	-69.524170	12.122	12.120	B0.7 Ia
084.071251	-69.184364	11.463	11.456	BC1 Ia
084.084663	-69.200165	14.508	14.522	B0.2 III
084.097580	-68.925247	13.489	13.437	B0.5 III
084.107750	-69.382172	 6.805	 6.101	B0.5[e]
084.111542	-68.958885	12.439	12.362	B1 I
084.112122	-69.397415	 7.622	 7.619	K0 I
084.120834	-69.603332	13.558	13.542	O9 III
084.128128	-69.815254	13.983	13.994	O6 V((f))
084.134918	-68.900474	 9.045	 8.977	A9 Ia
084.140000	-69.154700	13.850	13.279	WN3b
084.142914	-69.511391	14.695	14.542	B0 III
084.154587	-69.488441	12.228	12.124	O7 Iaf
084.155914	-66.458221	15.153	14.821	B0.5 V
084.157501	-69.492554	12.181	12.150	O8 Iab(f)
084.164711	-66.456329	13.665	13.471	Be (Fe II?)
084.167336	-66.470139	14.167	14.176	O8.5 V
084.169167	-69.387886	 8.518	 8.549	K7 I
084.169998	-69.498077	14.321	14.343	O9.7 II
084.182121	-69.496521	 8.904	 8.624	LBV
084.186958	-66.443359	13.685	13.499	O9 V
084.193749	-69.498917	13.548	13.505	O8.5 II
084.196663	-69.497833	10.718	10.626	B1.5 Ia (N wk)
084.199997	-69.498886	14.045	13.922	O9 II
084.214081	-69.432411	12.806	12.560	WC4(+OB)
084.219254	-68.369224	14.394	14.391	B0 V
084.227333	-69.193863	12.312	12.129	WC4 (+OB)
084.227707	-66.639557	11.734	11.645	O9.7 Ia+
084.236664	-69.490913	16.224	16.278	O9.7:
084.260040	-66.643608	12.559	12.516	O9 Ia
084.272461	-66.359749	13.748	13.735	O2 III(f*)+OB
084.278374	-65.781868	14.453	14.415	B0 n
084.288254	-69.338753	11.807	11.801	BC1.5 Ia
084.298000	-69.127100	14.469	14.050	WN3o +O9:
084.311295	-69.497909	13.033	12.985	O8.5 III
084.336044	-69.327278	 8.058	 8.193	K2-7 I
084.365959	-69.134140	13.498	13.177	B1:
084.371246	-69.144829	14.582	14.542	O7 V
084.371834	-69.346527	13.589	13.310	WC4 +OB
084.375458	-69.164169	14.819	14.862	O9 V
084.376625	-69.166801	15.681	15.742	O9:
084.377914	-69.042557	 8.460	 8.547	K5-7 I
084.378830	-69.185280	13.052	13.033	O8 I(f)
084.387627	-69.143303	14.553	14.495	O4 III
084.389961	-69.186890	14.838	14.805	O5 V((f))
084.390663	-69.137001	12.414	12.357	B1 III
084.393669	-69.169334	15.970	15.583	O8 III
084.395920	-69.161415	16.245	      	B0.5 V
084.398500	-69.144400	13.345	12.763	WN4b/WCE
084.398956	-69.135414	15.231	15.175	B0 V
084.400795	-68.848976	13.538	13.480	B1 Ib
084.402252	-69.175690	13.337	13.260	O9 I
084.403542	-69.139717	15.300	15.271	O6 V
084.403999	-69.489861	 8.045	 8.073	M3 I
084.404793	-69.171692	15.157	15.067	O9 V
084.406334	-69.139023	14.992	14.884	B0 V
084.408249	-69.170776	13.132	13.083	O5 f*
084.410584	-69.172195	13.397	13.375	O6 V
084.413292	-69.144691	14.842	14.695	B1 V
084.413498	-69.164192	13.379	13.063	OB + comp
084.414497	-69.180496	14.472	14.422	O7 V
084.417374	-69.168610	15.646	      	B0 V
084.417709	-69.179550	13.288	13.215	O7 V
084.418747	-69.132698	11.586	11.184	WN7h
084.420540	-69.145637	15.419	      	B0 V
084.420876	-67.721275	11.393	11.285	B2 Ia
084.421371	-69.177162	14.666	14.795	B0 V
084.422707	-69.155304	15.646	15.352	B0.5 V
084.424873	-69.142609	14.441	14.394	B0.5 V
084.427460	-69.155251	15.923	16.052	B1 V
084.429626	-69.177162	14.822	      	O6.5 V
084.433334	-69.160866	15.483	14.659	O8 V
084.434830	-69.156723	15.598	15.438	B2:
084.435997	-69.240471	13.379	12.903	WC4
084.438126	-69.346726	 7.207	 7.026	M3-4 I
084.438461	-69.170441	14.862	14.586	O6.5 V
084.439629	-69.166527	15.618	      	B2 V
084.441208	-69.172806	15.166	14.986	O6: V
084.442879	-69.139084	16.038	      	O8 V
084.443749	-69.169082	15.598	      	O3-4 V
084.446625	-69.150864	13.775	13.481	B1:
084.450790	-69.158783	14.086	13.840	B1:
084.454330	-69.085640	10.571	10.377	WN3:b (+O)+B1Ia
084.454712	-68.917137	10.970	10.865	ON9.7 Ia+
084.458000	-69.174416	13.724	13.691	O3 III(f)
084.458420	-69.166641	13.600	13.618	O8 III
084.459999	-69.148445	15.092	15.189	B0 V
084.464100	-69.162800	13.188	13.104	O3 If/WN6
084.471626	-69.197472	11.976	12.046	O7 III
084.476914	-69.161529	13.828	13.809	O9 V
084.478996	-69.170136	13.679	13.573	B1 V
084.484207	-69.197449	13.548	13.511	O7: If
084.491211	-69.146858	15.358	15.080	B1 V
084.491379	-69.165031	14.865	14.546	B2 V
084.496086	-69.199081	13.678	13.737	O5: V
084.496582	-69.453415	12.447	12.445	O6.5 V((f))
084.505333	-69.370582	11.974	11.969	B1 Ia
084.519875	-69.151527	12.821	12.787	B2:
084.527962	-69.291527	 7.473	 7.586	M3 I
084.567085	-69.169693	 7.551	 7.305	M4.5-5
084.575996	-69.295029	 7.983	 8.094	M3 I
084.597176	-69.121155	13.956	14.003	O8.5 V
084.598793	-69.084320	12.609	12.599	O8 II
084.602837	-68.875809	13.312	13.306	O2 III(f*)
084.606773	-69.101211	15.109	      	O9:: V:
084.609299	-69.083847	15.402	      	O9-9.5 V
084.615456	-69.499580	12.342	11.860	WN4b
084.636047	-69.075691	13.791	      	O8 V
084.640400	-69.080500	10.933	10.475	WN7 SB
084.641556	-69.072548	14.013	      	O4-5:
084.652100	-69.115800	11.068	10.796	WN8
084.654022	-69.085495	11.259	      	B0.7-1.5 I
084.657219	-69.089172	12.880	      	O4 III(f)
084.661941	-69.137367	10.402	10.319	BN6 Iap
084.663208	-67.566391	13.837	13.824	B2 III
084.663600	-69.105800	11.008	10.648	WN6
084.663704	-69.131371	14.462	      	O9.7 Ib
084.664329	-69.497276	10.688	10.669	G0:
084.667457	-69.020111	13.981	13.965	O8.5 V
084.669685	-69.140244	14.806	      	O3-5 V
084.671257	-69.029495	15.539	15.836	B1: III
084.674469	-69.033073	16.211	16.121	B0: V
084.674500	-69.103800	11.587	      	O3 If*/WN6
084.674728	-69.077416	13.442	12.137	O8-9 III:
084.675980	-69.142311	12.896	12.835	O8 Iaf
084.677078	-69.104279	11.563	11.560	O3.5 If*
084.677086	-69.385857	11.368	11.332	B5 Ia
084.677376	-69.017334	12.480	12.428	B0 Iab
084.679542	-69.025726	12.567	12.486	B0.5 Ia
084.684250	-69.500557	13.902	13.909	B0.5 III
084.684433	-69.007667	15.989	      	B1:: V
084.684500	-69.101500	11.260	10.903	WN5h:a
084.684586	-69.504974	13.663	13.698	O7.5 I(f)
084.687340	-69.135201	12.746	      	B1 Ia
084.690399	-69.106239	11.338	11.262	B0 Ia
084.691666	-69.476974	13.907	13.853	O6.5 III
084.697998	-69.007027	12.231	11.926	WN5ha
084.700554	-69.128227	15.533	      	B1 III
084.700813	-69.136352	13.908	13.793	O3-4 III(f)
084.700874	-69.491409	15.625	15.677	O9 III
084.701248	-69.474365	15.820	15.720	B1 V
084.701706	-68.997200	15.764	15.729	O9.5 V
084.701981	-69.092430	 7.469	 7.406	M I
084.703613	-69.141144	14.363	13.377	O9-B0 II
084.709465	-69.101227	14.315	14.398	B1 III
084.712707	-69.105675	12.971	      	B2 Ib:
084.712875	-69.498024	 9.498	 9.411	A0 Iae
084.713890	-69.069031	13.479	      	O3-6 V:
084.718460	-65.904304	15.436	15.504	O8 V
084.719704	-69.112007	13.589	      	O6: III:
084.720696	-69.129280	13.460	13.330	O8 Ib(f)
084.720764	-69.136559	14.619	14.530	B0.5 III
084.721039	-69.140259	15.667	15.903	B0.5-1 III
084.722420	-69.033585	10.122	 9.723	WN6h
084.723511	-69.136581	15.122	14.957	O3-5 Vz
084.723831	-67.405029	14.783	14.686	B0 III
084.725372	-69.135475	13.225	13.043	B0.7 Ia
084.726791	-69.133484	13.379	13.387	B0.5-0.7 I
084.728249	-69.145653	13.312	13.286	B0.5 Ia
084.731811	-69.123283	14.292	14.216	B0.5 III
084.732574	-69.139572	13.548	      	B1 Iab
084.733666	-69.499138	13.743	13.749	O4-5 III
084.736610	-69.144752	13.345	13.324	A I
084.737793	-69.101585	10.448	10.126	WN6h +O
084.738823	-69.119400	10.604	10.225	B3 Ia
084.742042	-69.503166	14.269	14.028	O9.5 III
084.749786	-69.095001	14.886	      	B0:: V:
084.753151	-69.120285	14.918	14.821	O8.5 Vz
084.764320	-69.109634	15.533	      	O9:: V:
084.765007	-69.121391	14.099	14.118	O9-B0 III
084.765106	-69.005272	15.347	15.420	B1.5 V
084.765800	-69.062800	13.071	12.675	WC4
084.769974	-69.069405	11.846	11.731	B1 Ia
084.770332	-69.094574	13.589	      	O9 V:
084.779121	-67.477585	14.092	14.091	B0 n
084.781815	-69.106934	14.701	14.599	B0.5: V
084.795509	-69.103783	14.418	14.387	O4: V((f))
084.797211	-69.033775	11.176	10.879	WN5(h)
084.822494	-69.102737	14.862	14.785	B0.5: V
084.834381	-69.107307	11.606	11.586	B8 Ia
084.845123	-67.585335	14.698	14.578	B0 n
084.856163	-69.478554	14.954	14.992	B1 Ib
084.867401	-69.097359	10.565	10.626	early K I
084.892876	-68.735886	14.403	13.989	WO3
084.900536	-69.083054	14.269	14.048	O4 V
084.902664	-69.468170	13.272	13.341	O7 V((f))
084.917000	-69.742691	10.733	10.604	B3 Ia
084.932594	-69.097122	14.496	14.499	B1 III
084.934540	-69.393333	15.820	15.799	B2 V
084.939987	-69.073914	14.638	14.380	B0.5: V
084.942711	-69.324471	 8.210	 8.392	M1 I
084.950874	-69.404610	15.552	15.604	B1 III
084.958748	-69.387306	12.755	12.787	B1 I
084.961250	-69.407806	13.774	13.675	O5 If
084.965294	-69.403610	16.270	16.393	B1 V
084.973961	-69.373421	13.673	13.614	O4 If
084.975128	-69.421219	14.678	14.655	B1 III
084.978790	-69.403000	14.317	14.353	O7 III((f))
084.983795	-69.406754	12.396	11.977	WC4(+OB)
084.992081	-69.403892	14.545	14.534	O7 V
084.994789	-69.734467	12.635	12.606	O9 II
084.998459	-69.411110	15.059	14.974	O8 V
085.010330	-69.393890	15.905	15.927	B0 V
085.012123	-69.398109	15.533	15.466	O8 V
085.012749	-69.403198	14.257	14.289	O9: III:
085.016541	-69.393944	15.942	15.857	B2 V
085.019295	-69.664085	12.727	12.718	O6 V
085.026749	-69.392883	12.902	12.903	B0.5 I
085.031456	-69.408859	12.601	12.209	WN4b+O8: SB??
085.033211	-69.393890	17.666	16.860	B2 V
085.041168	-70.450775	12.527	12.451	B3 I
085.055542	-69.379585	 6.548	 5.854	B0.5[e]
085.056122	-69.389137	13.460	13.314	B1 I
085.064789	-69.402779	14.644	14.709	B2 I
085.071373	-69.464912	 7.965	 7.985	M3 I
085.101997	-69.354607	 7.515	 7.554	M4-5 I
085.105751	-69.258392	 8.442	 8.360	K7-M0 I
085.154335	-69.438919	 8.008	 8.063	M3 I
085.179916	-71.483521	13.804	13.782	O6.5 III
085.182503	-69.366051	 7.056	 7.042	M2-3 I
085.200043	-67.355057	13.627	13.596	B1 III
085.211670	-69.442169	13.960	13.453	WN3b
085.230667	-69.390274	 7.280	 7.395	M2-3 I
085.234169	-68.509888	13.233	13.180	B2 II
085.246872	-69.310059	      	      	M2-3 I
085.277420	-69.672806	13.589	13.589	B1 III:
085.278915	-69.287445	 7.338	 7.406	M3 I
085.334999	-69.085365	10.804	10.745	B2.5 Ia
085.365334	-69.801033	10.970	10.909	B2.5 Ia
085.372917	-68.164894	15.598	15.553	B0.5 Ve:
085.389580	-69.794724	 7.858	 8.013	M1 Ia-Iab
085.390961	-69.561531	12.842	12.835	O9 Ia
085.403290	-70.014610	11.930	11.995	B0.5 Ia
085.406334	-68.542610	14.370	14.270	B0 III
085.406670	-71.332947	16.100	16.047	O8: III:
085.410332	-71.333084	      	16.873	early B
085.415123	-71.332306	13.139	13.063	O2 V((f*))+OB
085.423752	-71.327942	15.879	15.687	O9 V
085.432289	-69.627304	 9.432	 8.711	B6[e] Ib/II
085.433540	-69.200745	 8.139	 8.357	M0 I
085.436127	-69.587471	12.286	12.129	Ofpe/WN9
085.449623	-69.201691	 7.648	 7.510	M1 I
085.452100	-70.591800	14.278	13.904	WN3(h)a+O5V SB EB
085.489586	-69.205276	 8.548	 8.640	M1 Iab
085.503502	-69.193611	 8.414	 8.631	M1 I
085.537918	-67.290947	12.219	12.172	B2.5 II
085.548332	-68.014526	14.255	14.228	B2 II
085.627083	-66.303032	13.600	13.636	B0 Iab
085.647835	-69.146751	 7.454	 7.626	M2 Ia
085.705292	-69.547859	11.345	11.318	B0.7 Ia
085.732414	-69.461800	13.328	13.240	B0 III
085.749084	-70.698143	13.803	13.809	O9 III
085.759003	-69.097115	 8.160	 8.298	M0 I
085.762665	-67.375587	12.614	12.560	B1.5 I
085.778122	-67.832359	16.133	16.124	B1 V
085.785042	-67.848144	14.848	14.868	O9.5 V
085.792625	-67.872948	16.215	16.218	B1.5: V
085.794167	-69.748886	 8.078	 8.289	M0 Ia-Iab
085.796539	-67.844696	16.357	16.361	B0 V
085.801331	-67.848229	16.121	16.232	B0 V
085.815170	-67.852890	13.132	13.193	O7.5 II(f)
085.825920	-67.850082	15.584	15.594	B1 V
085.836044	-67.829140	14.689	14.429	B0.5 V
085.849709	-67.839363	16.270	16.389	B0 V
085.853081	-67.842056	15.231	15.271	B0 V
085.881500	-67.265861	14.323	14.308	B0 n
085.896126	-67.844749	15.140	14.992	B0.5 V
085.971252	-66.026695	14.153	14.083	O6 f
086.021584	-71.014053	14.352	14.156	B0 Ve XRB
086.046669	-67.243248	14.167	14.167	B0 n
086.053291	-67.987053	14.668	14.401	B0.5 V
086.085251	-67.240967	13.729	13.735	B0 II
086.096252	-67.241440	13.862	13.887	O7 II
086.099625	-67.201332	11.450	11.409	B3 Ia
086.104248	-67.230446	11.967	11.973	B1 Ia
086.129295	-69.337639	11.483	11.250	WN11h
086.137291	-66.389137	14.545	14.550	B2 III
086.161835	-67.196136	13.786	13.842	O8 III
086.166580	-66.327080	12.913	12.852	B0.7 Ia
086.178665	-66.435364	13.256	13.230	O6.5 f
086.194626	-67.924439	15.618	15.513	B1 V
086.223831	-67.176720	13.241	12.827	WN4b
086.244164	-66.798607	 9.365	 9.503	M2 Ia-Iab
086.313461	-67.171745	12.780	12.733	O8.5 III
086.350670	-67.099114	12.755	12.261	WN4b(h)
086.372833	-68.196083	 9.655	 8.994	B5[e] II
086.387337	-66.883636	13.065	13.023	B2 III
086.420166	-68.077026	14.661	14.650	B1 III
086.466377	-67.240524	11.547	10.998	WN11h
086.622665	-68.197861	12.731	12.541	B extr
086.693123	-67.166199	13.203	12.718	WN4b
086.794540	-67.981918	14.300	14.264	B0.5 V
086.900459	-69.558807	14.128	14.123	B1 Ib
086.910126	-68.019028	14.104	14.148	O9 III
087.080460	-68.246467	13.167	13.115	O8 II
087.172996	-67.522591	12.736	12.523	O3 e
087.206879	-70.066055	12.213	12.172	O6.5 III
087.261833	-70.041695	11.459	11.418	B2 Ia
087.412544	-70.136887	13.405	13.439	O8 III
087.489830	-70.154198	13.320	13.291	B0 Ib
087.595795	-68.190193	12.189	12.124	B0.7 I
087.836586	-70.285919	11.707	11.653	B1 Ia
088.059334	-68.068611	13.312	13.260	B2 I/II
088.073044	-68.275726	13.699	13.668	B2 II
088.198830	-68.226387	13.423	13.396	B2 III
088.457123	-68.313171	11.705	11.645	B3 Ia
088.553459	-69.498772	13.111	13.053	B5 Ia
088.980957	-68.229500	13.370	13.399	O6 II(f)
